t,E,p1,p2,p3,L1,L2,L3
121626,-3.78974e+28,-3.4933e+10,7.50966e+25,0,0,0,2.88371e+34
122431,-3.78974e+28,-3.06354e+10,7.50966e+25,0,0,0,2.88371e+34
123237,-3.78974e+28,-5.64026e+10,7.50966e+25,0,0,0,2.88371e+34
124042,-3.78974e+28,-1.77454e+10,7.50966e+25,0,0,0,2.88371e+34
124848,-3.78974e+28,-2.20378e+10,7.50966e+25,0,0,0,2.88371e+34
125653,-3.78974e+28,-1.77403e+10,7.50966e+25,0,0,0,2.88371e+34
126459,-3.78974e+28,-3.06227e+10,7.50966e+25,0,0,0,2.88371e+34
127264,-3.78974e+28,-3.06203e+10,7.50966e+25,0,0,0,2.88371e+34
128070,-3.78974e+28,-2.20279e+10,7.50966e+25,0,0,0,2.88371e+34
128875,-3.78974e+28,-4.35002e+10,7.50966e+25,0,0,0,2.88371e+34
129681,-3.78974e+28,-4.34978e+10,7.50966e+25,0,0,0,2.88371e+34
130486,-3.78974e+28,-5.20853e+10,7.50966e+25,0,0,0,2.88371e+34
131291,-3.78974e+28,-4.3493e+10,7.50966e+25,0,0,0,2.88371e+34
132097,-3.78974e+28,-6.92604e+10,7.50966e+25,0,0,0,2.88371e+34
132902,-3.78974e+28,-6.06681e+10,7.50966e+25,0,0,0,2.88371e+34
133708,-3.78974e+28,-8.21406e+10,7.50966e+25,0,0,0,2.88371e+34
134513,-3.78974e+28,-1.07908e+11,7.50966e+25,0,0,0,2.88371e+34
135319,-3.78974e+28,-1.12201e+11,7.50966e+25,0,0,0,2.88371e+34
136124,-3.78974e+28,-1.12198e+11,7.50966e+25,0,0,0,2.88371e+34
136930,-3.78974e+28,-9.50162e+10,7.50966e+25,0,0,0,2.88371e+34
137735,-3.78974e+28,-1.25079e+11,7.50966e+25,0,0,0,2.88371e+34
138541,-3.78974e+28,-1.50846e+11,7.50966e+25,0,0,0,2.88371e+34
139346,-3.78974e+28,-1.46549e+11,7.50966e+25,0,0,0,2.88371e+34
