t,E,p1,p2,p3,L1,L2,L3
1.61899e+06,-2.6513e+33,-5.59499e+10,1.77846e+29,0,0,0,2.66058e+40
1.62705e+06,-2.6513e+33,-6.62076e+10,1.77846e+29,0,0,0,2.66058e+40
1.6351e+06,-2.6513e+33,-8.15866e+10,1.77846e+29,0,0,0,2.66058e+40
1.64316e+06,-2.6513e+33,-8.67228e+10,1.77846e+29,0,0,0,2.66058e+40
1.65121e+06,-2.6513e+33,-9.1859e+10,1.77846e+29,0,0,0,2.66058e+40
1.65927e+06,-2.6513e+33,-1.17481e+11,1.77846e+29,0,0,0,2.66058e+40
1.66732e+06,-2.6513e+33,-1.07253e+11,1.77846e+29,0,0,0,2.66058e+40
1.67537e+06,-2.6513e+33,-9.70246e+10,1.77846e+29,0,0,0,2.66058e+40
1.68343e+06,-2.6513e+33,-1.12403e+11,1.77846e+29,0,0,0,2.66058e+40
1.69148e+06,-2.6513e+33,-1.07297e+11,1.77846e+29,0,0,0,2.66058e+40
1.69954e+06,-2.6513e+33,-1.17554e+11,1.77846e+29,0,0,0,2.66058e+40
1.70759e+06,-2.6513e+33,-1.07326e+11,1.77846e+29,0,0,0,2.66058e+40
1.71565e+06,-2.6513e+33,-9.70975e+10,1.77846e+29,0,0,0,2.66058e+40
1.7237e+06,-2.6513e+33,-1.07355e+11,1.77846e+29,0,0,0,2.66058e+40
1.73176e+06,-2.6513e+33,-1.22733e+11,1.77846e+29,0,0,0,2.66058e+40
1.73981e+06,-2.6513e+33,-1.07383e+11,1.77846e+29,0,0,0,2.66058e+40
1.74787e+06,-2.6513e+33,-1.27883e+11,1.77846e+29,0,0,0,2.66058e+40
1.75592e+06,-2.6513e+33,-1.48383e+11,1.77846e+29,0,0,0,2.66058e+40
1.76398e+06,-2.6513e+33,-1.07426e+11,1.77846e+29,0,0,0,2.66058e+40
1.77203e+06,-2.6513e+33,-1.38168e+11,1.77846e+29,0,0,0,2.66058e+40
1.78009e+06,-2.6513e+33,-9.7211e+10,1.77846e+29,0,0,0,2.66058e+40
1.78814e+06,-2.6513e+33,-1.12589e+11,1.77846e+29,0,0,0,2.66058e+40
1.7962e+06,-2.6513e+33,-1.43331e+11,1.77846e+29,0,0,0,2.66058e+40
1.80425e+06,-2.6513e+33,-1.12616e+11,1.77846e+29,0,0,0,2.66058e+40
1.8123e+06,-2.6513e+33,-1.22872e+11,1.77846e+29,0,0,0,2.66058e+40
1.82036e+06,-2.6513e+33,-8.7036e+10,1.77846e+29,0,0,0,2.66058e+40
1.82841e+06,-2.6513e+33,-9.21705e+10,1.77846e+29,0,0,0,2.66058e+40
1.83647e+06,-2.6513e+33,-1.63883e+11,1.77846e+29,0,0,0,2.66058e+40
1.84452e+06,-2.6513e+33,-1.4341e+11,1.77846e+29,0,0,0,2.66058e+40
1.85258e+06,-2.6513e+33,-1.53666e+11,1.77846e+29,0,0,0,2.66058e+40
1.86063e+06,-2.6513e+33,-1.69043e+11,1.77846e+29,0,0,0,2.66058e+40
1.86869e+06,-2.6513e+33,-1.58812e+11,1.77846e+29,0,0,0,2.66058e+40
1.87674e+06,-2.6513e+33,-1.22974e+11,1.77846e+29,0,0,0,2.66058e+40
1.8848e+06,-2.6513e+33,-1.63958e+11,1.77846e+29,0,0,0,2.66058e+40
1.89285e+06,-2.6513e+33,-1.63969e+11,1.77846e+29,0,0,0,2.66058e+40
1.90091e+06,-2.6513e+33,-1.74223e+11,1.77846e+29,0,0,0,2.66058e+40
1.90896e+06,-2.6513e+33,-1.79356e+11,1.77846e+29,0,0,0,2.66058e+40
1.91702e+06,-2.6513e+33,-1.58881e+11,1.77846e+29,0,0,0,2.66058e+40
1.92507e+06,-2.6513e+33,-1.79377e+11,1.77846e+29,0,0,0,2.66058e+40
1.93312e+06,-2.6513e+33,-1.8963e+11,1.77846e+29,0,0,0,2.66058e+40
1.94118e+06,-2.6513e+33,-2.15247e+11,1.77846e+29,0,0,0,2.66058e+40
1.94923e+06,-2.6513e+33,-2.10135e+11,1.77846e+29,0,0,0,2.66058e+40
1.95729e+06,-2.6513e+33,-2.05023e+11,1.77846e+29,0,0,0,2.66058e+40
1.96534e+06,-2.6513e+33,-1.69182e+11,1.77846e+29,0,0,0,2.66058e+40
1.9734e+06,-2.6513e+33,-1.89675e+11,1.77846e+29,0,0,0,2.66058e+40
1.98145e+06,-2.6513e+33,-2.1529e+11,1.77846e+29,0,0,0,2.66058e+40
1.98951e+06,-2.6513e+33,-2.30661e+11,1.77846e+29,0,0,0,2.66058e+40
1.99756e+06,-2.6513e+33,-1.58968e+11,1.77846e+29,0,0,0,2.66058e+40
2.00562e+06,-2.6513e+33,-1.8458e+11,1.77846e+29,0,0,0,2.66058e+40
2.01367e+06,-2.6513e+33,-1.53857e+11,1.77846e+29,0,0,0,2.66058e+40
2.02173e+06,-2.6513e+33,-1.58982e+11,1.77846e+29,0,0,0,2.66058e+40
2.02978e+06,-2.6513e+33,-1.7947e+11,1.77846e+29,0,0,0,2.66058e+40
2.03784e+06,-2.6513e+33,-2.20444e+11,1.77846e+29,0,0,0,2.66058e+40
2.04589e+06,-2.6513e+33,-2.56294e+11,1.77846e+29,0,0,0,2.66058e+40
2.05395e+06,-2.6513e+33,-2.40929e+11,1.77846e+29,0,0,0,2.66058e+40
2.062e+06,-2.6513e+33,-1.89712e+11,1.77846e+29,0,0,0,2.66058e+40
2.07005e+06,-2.6513e+33,-1.89708e+11,1.77846e+29,0,0,0,2.66058e+40
2.07811e+06,-2.6513e+33,-1.79459e+11,1.77846e+29,0,0,0,2.66058e+40
2.08616e+06,-2.6513e+33,-1.89693e+11,1.77846e+29,0,0,0,2.66058e+40
2.09422e+06,-2.6513e+33,-1.58952e+11,1.77846e+29,0,0,0,2.66058e+40
2.10227e+06,-2.6513e+33,-1.58936e+11,1.77846e+29,0,0,0,2.66058e+40
2.11033e+06,-2.6513e+33,-1.53794e+11,1.77846e+29,0,0,0,2.66058e+40
