t,x1,y1,z1
1.14296e+07,-9.69937e+10,1.13702e+11,0
1.14377e+07,-9.71761e+10,1.13546e+11,0
1.14457e+07,-9.73584e+10,1.13389e+11,0
1.14538e+07,-9.75403e+10,1.13233e+11,0
1.14618e+07,-9.77221e+10,1.13076e+11,0
1.14699e+07,-9.79035e+10,1.12919e+11,0
1.14779e+07,-9.80848e+10,1.12761e+11,0
1.1486e+07,-9.82657e+10,1.12603e+11,0
1.1494e+07,-9.84464e+10,1.12445e+11,0
1.15021e+07,-9.86269e+10,1.12287e+11,0
1.15101e+07,-9.88071e+10,1.12128e+11,0
1.15182e+07,-9.8987e+10,1.11969e+11,0
1.15263e+07,-9.91667e+10,1.1181e+11,0
1.15343e+07,-9.93462e+10,1.1165e+11,0
1.15424e+07,-9.95253e+10,1.11491e+11,0
1.15504e+07,-9.97043e+10,1.1133e+11,0
1.15585e+07,-9.98829e+10,1.1117e+11,0
1.15665e+07,-1.00061e+11,1.11009e+11,0
1.15746e+07,-1.00239e+11,1.10848e+11,0
1.15826e+07,-1.00417e+11,1.10687e+11,0
1.15907e+07,-1.00595e+11,1.10525e+11,0
1.15987e+07,-1.00772e+11,1.10364e+11,0
1.16068e+07,-1.00949e+11,1.10202e+11,0
1.16149e+07,-1.01126e+11,1.10039e+11,0
1.16229e+07,-1.01303e+11,1.09876e+11,0
1.1631e+07,-1.01479e+11,1.09713e+11,0
1.1639e+07,-1.01655e+11,1.0955e+11,0
1.16471e+07,-1.01831e+11,1.09387e+11,0
1.16551e+07,-1.02007e+11,1.09223e+11,0
1.16632e+07,-1.02182e+11,1.09059e+11,0
1.16712e+07,-1.02357e+11,1.08894e+11,0
1.16793e+07,-1.02532e+11,1.0873e+11,0
1.16874e+07,-1.02706e+11,1.08565e+11,0
1.16954e+07,-1.0288e+11,1.08399e+11,0
1.17035e+07,-1.03054e+11,1.08234e+11,0
1.17115e+07,-1.03228e+11,1.08068e+11,0
